seed,basin,dataset_test_sample_count,evaluated_test_day_count,official_forward_max_abs_parity_error_mm_day,best_feasible_operator_by_nse,best_feasible_nse,robust_lower_envelope_nse_loss,high_skill_original_path,robust_lower_envelope_nse_loss_positive,original_n,original_nse,original_kge,original_correlation,original_variability_ratio,original_bias_ratio,original_rmse_mm_day,original_test_days,original_cell_count,original_minimum_storage_mm,original_negative_storage_cell_fraction,original_test_day_any_negative_storage_fraction,original_maximum_release_overshoot_mm,original_minimum_executed_release_mm,original_mean_l1_release_adjustment_mm,original_mean_l2_release_adjustment_mm,source_order_runoff_first_n,source_order_runoff_first_nse,source_order_runoff_first_kge,source_order_runoff_first_correlation,source_order_runoff_first_variability_ratio,source_order_runoff_first_bias_ratio,source_order_runoff_first_rmse_mm_day,source_order_runoff_first_test_days,source_order_runoff_first_cell_count,source_order_runoff_first_minimum_storage_mm,source_order_runoff_first_negative_storage_cell_fraction,source_order_runoff_first_test_day_any_negative_storage_fraction,source_order_runoff_first_maximum_release_overshoot_mm,source_order_runoff_first_minimum_executed_release_mm,source_order_runoff_first_mean_l1_release_adjustment_mm,source_order_runoff_first_mean_l2_release_adjustment_mm,proportional_allocation_n,proportional_allocation_nse,proportional_allocation_kge,proportional_allocation_correlation,proportional_allocation_variability_ratio,proportional_allocation_bias_ratio,proportional_allocation_rmse_mm_day,proportional_allocation_test_days,proportional_allocation_cell_count,proportional_allocation_minimum_storage_mm,proportional_allocation_negative_storage_cell_fraction,proportional_allocation_test_day_any_negative_storage_fraction,proportional_allocation_maximum_release_overshoot_mm,proportional_allocation_minimum_executed_release_mm,proportional_allocation_mean_l1_release_adjustment_mm,proportional_allocation_mean_l2_release_adjustment_mm,euclidean_simplex_projection_n,euclidean_simplex_projection_nse,euclidean_simplex_projection_kge,euclidean_simplex_projection_correlation,euclidean_simplex_projection_variability_ratio,euclidean_simplex_projection_bias_ratio,euclidean_simplex_projection_rmse_mm_day,euclidean_simplex_projection_test_days,euclidean_simplex_projection_cell_count,euclidean_simplex_projection_minimum_storage_mm,euclidean_simplex_projection_negative_storage_cell_fraction,euclidean_simplex_projection_test_day_any_negative_storage_fraction,euclidean_simplex_projection_maximum_release_overshoot_mm,euclidean_simplex_projection_minimum_executed_release_mm,euclidean_simplex_projection_mean_l1_release_adjustment_mm,euclidean_simplex_projection_mean_l2_release_adjustment_mm,et_first_stress_n,et_first_stress_nse,et_first_stress_kge,et_first_stress_correlation,et_first_stress_variability_ratio,et_first_stress_bias_ratio,et_first_stress_rmse_mm_day,et_first_stress_test_days,et_first_stress_cell_count,et_first_stress_minimum_storage_mm,et_first_stress_negative_storage_cell_fraction,et_first_stress_test_day_any_negative_storage_fraction,et_first_stress_maximum_release_overshoot_mm,et_first_stress_minimum_executed_release_mm,et_first_stress_mean_l1_release_adjustment_mm,et_first_stress_mean_l2_release_adjustment_mm,source_order_runoff_first_nse_loss,source_order_runoff_first_kge_loss,source_order_runoff_first_rmse_change_mm_day,proportional_allocation_nse_loss,proportional_allocation_kge_loss,proportional_allocation_rmse_change_mm_day,euclidean_simplex_projection_nse_loss,euclidean_simplex_projection_kge_loss,euclidean_simplex_projection_rmse_change_mm_day,et_first_stress_nse_loss,et_first_stress_kge_loss,et_first_stress_rmse_change_mm_day
11,03364500,3652,3652,0.0,euclidean_simplex_projection,0.10909193754196167,0.5737023949623108,True,True,3652,0.6827943325042725,0.723733407446023,0.8273825604728691,0.7895342707633972,0.952770471572876,1.9536430835723877,3652,233728,-187.1007843017578,0.4300554490690033,1.0,8.057876586914062,-4.285801410675049,0.0,0.0,3652,0.10742223262786865,-0.2936017233890378,0.7243382242872952,1.149304986000061,2.2550394535064697,3.277161121368408,3652,233728,0.0,0.0,0.0,5.960464477539063e-08,0.0,0.04911943897604942,0.04911943897604942,3652,0.10895466804504395,-0.2899439245234605,0.7244490194375962,1.1494698524475098,2.2512736320495605,3.2743465900421143,3652,233728,0.0,0.0,0.0,1.1920928955078125e-07,0.0,0.04911943897604942,0.0488971471786499,3652,0.10909193754196167,-0.28967251300697927,0.7244565786455304,1.1494510173797607,2.25099778175354,3.274094343185425,3652,233728,0.0,0.0,0.0,0.0,0.0,0.04911943897604942,0.048883724957704544,3652,0.10909193754196167,-0.2896725148465267,0.7244565700355854,1.1494510173797607,2.25099778175354,3.274094343185425,3652,233728,0.0,0.0,0.0,1.4901161193847656e-08,0.0,0.04911943897604942,0.04903469979763031,0.5753720998764038,1.0173351308350607,1.3235180377960205,0.5738396644592285,1.0136773319694834,1.3207035064697266,0.5737023949623108,1.0134059204530024,1.320451259613037,0.5737023949623108,1.0134059222925496,1.320451259613037
11,11230500,3652,3652,0.0,euclidean_simplex_projection,0.7381547689437866,0.014973223209381104,True,True,3652,0.7531279921531677,0.7825460535402193,0.9084962398160286,1.1699081659317017,1.1002222299575806,1.2796084880828857,3652,233728,-6.678121566772461,0.004522350766703176,0.10460021905805038,6.678121566772461,-0.01785990223288536,0.0,0.0,3652,0.7381282448768616,0.7400604945413498,0.9092884285973495,1.1920523643493652,1.1498527526855469,1.3179092407226562,3652,233728,0.0,0.0,0.0,4.76837158203125e-07,0.0,0.001288043218664825,0.001288043218664825,3652,0.738140344619751,0.7400913826523334,0.9092890713474204,1.1920421123504639,1.1498126983642578,1.3178788423538208,3652,233728,0.0,0.0,0.0,2.384185791015625e-07,0.0,0.001288043218664825,0.0012870393693447113,3652,0.7381547689437866,0.7401231330405247,0.9092899357295996,1.1920274496078491,1.1497769355773926,1.3178424835205078,3652,233728,0.0,0.0,0.0,0.0,0.0,0.001288043218664825,0.0012861557770520449,3652,0.7381547689437866,0.7401231330876595,0.9092899358646372,1.1920274496078491,1.1497769355773926,1.3178424835205078,3652,233728,0.0,0.0,0.0,0.0,0.0,0.001288043218664825,0.0012861557770520449,0.014999747276306152,0.04248555899886952,0.03830075263977051,0.014987647533416748,0.042454670887885904,0.03827035427093506,0.014973223209381104,0.04242292049969465,0.03823399543762207,0.014973223209381104,0.0424229204525598,0.03823399543762207
11,11151300,3652,3652,0.0,euclidean_simplex_projection,-6.3884477615356445,6.703265964984894,False,True,3652,0.31481820344924927,0.20617748263226854,0.6722349744512126,1.0247728824615479,1.7225722074508667,0.18343161046504974,3652,233728,-7.445209503173828,0.6594460227272727,0.9882256297918949,5.216203689575195,-0.2579123079776764,0.0,0.0,3652,-6.389606952667236,-5.41902962667697,0.5552870084896749,2.960907220840454,7.095983505249023,0.6023958325386047,3652,233728,0.0,0.0,0.0,2.9802322387695312e-08,0.0,0.07582773268222809,0.07582773268222809,3652,-6.388664722442627,-5.414672257079606,0.5552967764142311,2.961010217666626,7.091362476348877,0.6023573875427246,3652,233728,0.0,0.0,0.0,5.960464477539063e-08,0.0,0.07582773268222809,0.07578960061073303,3652,-6.3884477615356445,-5.4143071642752965,0.5552968158640597,2.960988998413086,7.09098482131958,0.6023485660552979,3652,233728,0.0,0.0,0.0,0.0,0.0,0.07582773268222809,0.07578866183757782,3652,-6.388449192047119,-5.414307165559111,0.5552967973465777,2.960988998413086,7.09098482131958,0.6023486256599426,3652,233728,0.0,0.0,0.0,0.0,0.0,0.07582773268222809,0.0758250281214714,6.704425156116486,5.625207109309239,0.418964222073555,6.703482925891876,5.620849739711875,0.41892577707767487,6.703265964984894,5.620484646907565,0.4189169555902481,6.703267395496368,5.62048464819138,0.4189170151948929
11,07208500,3652,3652,0.0,euclidean_simplex_projection,-1.6082220077514648,2.2508509755134583,True,True,3652,0.6426289677619934,0.7621797035666605,0.831439049304132,1.027682900428772,0.8345329165458679,0.15903128683567047,3652,233728,-52.624210357666016,0.6348319414019715,0.9997261774370209,5.739709377288818,-0.023121071979403496,0.0,0.0,3652,-1.6083290576934814,-0.9108474053089448,0.7043090070408811,1.6817868947982788,2.760417938232422,0.42963936924934387,3652,233728,0.0,0.0,0.0,0.0,0.0,0.03453390672802925,0.03453390672802925,3652,-1.6082630157470703,-0.9108177274337907,0.7043116631783036,1.681775689125061,2.760390520095825,0.4296339452266693,3652,233728,0.0,0.0,0.0,0.0,0.0,0.03453390672802925,0.03453383594751358,3652,-1.6082220077514648,-0.91080073021288,0.7043129024729601,1.681767225265503,2.760375499725342,0.4296305775642395,3652,233728,0.0,0.0,0.0,0.0,0.0,0.03453390672802925,0.03453373536467552,3652,-1.6082220077514648,-0.9108007303843904,0.7043129013646193,1.681767225265503,2.760375499725342,0.4296305775642395,3652,233728,0.0,0.0,0.0,0.0,0.0,0.03453390672802925,0.034533798694610596,2.250958025455475,1.6730271088756052,0.2706080824136734,2.2508919835090637,1.6729974310004514,0.27060265839099884,2.2508509755134583,1.6729804337795406,0.27059929072856903,2.2508509755134583,1.672980433951051,0.27059929072856903
11,12092000,3652,3652,0.0,source_order_runoff_first,0.7209838628768921,-0.00610661506652832,True,False,3652,0.7148772478103638,0.6547458441642969,0.8700740322730882,0.6906488537788391,0.918627142906189,2.3266022205352783,3652,233728,-6.73350715637207,0.039182297371303396,0.9778203723986857,6.73350715637207,-0.005033975001424551,0.0,0.0,3652,0.7209838628768921,0.66318036514715,0.8715410768355681,0.6977298855781555,0.9253103137016296,2.3015525341033936,3652,233728,0.0,0.0,0.0,2.384185791015625e-07,0.0,0.002293366938829422,0.002293366938829422,3652,0.720943808555603,0.6631152515979255,0.8715342307427391,0.6976715922355652,0.9252643585205078,2.301717758178711,3652,233728,0.0,0.0,0.0,2.384185791015625e-07,0.0,0.0022933671716600657,0.0019241184927523136,3652,0.7208702564239502,0.6630119384601113,0.8715163026500437,0.6975839734077454,0.9251839518547058,2.3020212650299072,3652,233728,0.0,0.0,0.0,0.0,0.0,0.0022933671716600657,0.0017887608846649528,3652,0.7208693623542786,0.6630114177229548,0.8715158356784863,0.6975837349891663,0.9251833558082581,2.3020248413085938,3652,233728,0.0,0.0,0.0,1.1920928955078125e-07,0.0,0.002293366938829422,0.002283310517668724,-0.00610661506652832,-0.008434520982853022,-0.025049686431884766,-0.006066560745239258,-0.008369407433628573,-0.024884462356567383,-0.005993008613586426,-0.008266094295814375,-0.024580955505371094,-0.005992114543914795,-0.008265573558657868,-0.02457737922668457
11,06350000,3652,3652,0.0,et_first_stress,-1.2747554779052734,1.7496328949928284,False,True,3652,0.47487741708755493,0.38663460973403185,0.7566944378978652,0.4442918300628662,0.9094023704528809,0.30727633833885193,3652,233728,-8.953094482421875,0.6313920454545454,1.0,8.953094482421875,-0.4993860125541687,0.0,0.0,3652,-1.2753851413726807,-5.726215748847265,0.3738507188814513,1.2656265497207642,7.691738128662109,0.6396262049674988,3652,233728,0.0,0.0,0.0,1.862645149230957e-09,0.0,0.06800909340381622,0.06800909340381622,3652,-1.2749242782592773,-5.724984772201445,0.37387700681535213,1.2655333280563354,7.690506935119629,0.6395614743232727,3652,233728,0.0,0.0,0.0,9.313225746154785e-10,0.0,0.06800909340381622,0.06799923628568649,3652,-1.2747559547424316,-5.724649848211146,0.37388872731492007,1.265490174293518,7.690173149108887,0.6395377516746521,3652,233728,0.0,0.0,0.0,0.0,0.0,0.06800909340381622,0.06799865514039993,3652,-1.2747554779052734,-5.7246498475017935,0.3738887349335984,1.265490174293518,7.690173149108887,0.6395376920700073,3652,233728,0.0,0.0,0.0,1.862645149230957e-09,0.0,0.06800909340381622,0.06800787895917892,1.7502625584602356,6.112850358581297,0.33234986662864685,1.7498016953468323,6.111619381935477,0.3322851359844208,1.7496333718299866,6.111284457945178,0.33226141333580017,1.7496328949928284,6.111284457235826,0.3322613537311554
11,11475560,3652,3652,0.0,et_first_stress,0.7602010369300842,-0.004777014255523682,True,False,3652,0.7554240226745605,0.6264524938398075,0.8982190922770573,0.6857238411903381,0.82561856508255,3.8578684329986572,3652,233728,-126.45750427246094,0.3934659090909091,0.8414567360350493,6.0448713302612305,-0.5868578553199768,0.0,0.0,3652,0.7599342465400696,0.7503036725769293,0.8750550717584388,0.8603779077529907,1.1650536060333252,3.822131633758545,3652,233728,0.0,0.0,0.0,2.384185791015625e-07,0.0,0.02376728132367134,0.02376728132367134,3652,0.7601127028465271,0.751585854426974,0.8750885767743635,0.8606690764427185,1.163381814956665,3.8207108974456787,3652,233728,0.0,0.0,0.0,1.1920928955078125e-07,0.0,0.02376728132367134,0.023702936246991158,3652,0.7601252794265747,0.7517190252550245,0.8750886847933504,0.8607082366943359,1.163212776184082,3.820610523223877,3652,233728,0.0,0.0,0.0,0.0,0.0,0.02376728132367134,0.023691749200224876,3652,0.7602010369300842,0.7521794082021126,0.8751075983782438,0.8607999682426453,1.1626046895980835,3.82000732421875,3652,233728,0.0,0.0,0.0,3.725290298461914e-09,0.0,0.02376728132367134,0.023711228743195534,-0.004510223865509033,-0.12385117873712181,-0.035736799240112305,-0.004688680171966553,-0.1251333605871665,-0.037157535552978516,-0.00470125675201416,-0.12526653141521704,-0.03725790977478027,-0.004777014255523682,-0.1257269143623051,-0.03786110877990723
11,08190500,3652,3652,0.0,euclidean_simplex_projection,-33.5652961730957,33.638447523117065,False,True,3652,0.0731513500213623,0.20674746156564372,0.5575112910305721,1.0405054092407227,1.6571245193481445,0.35320526361465454,3652,233728,-13.702296257019043,0.5893174972617744,1.0,10.704302787780762,-1.9007636308670044,0.0,0.0,3652,-33.7486572265625,-17.839792738614513,0.55323515207904,6.095493316650391,19.132129669189453,2.162677526473999,3652,233728,0.0,0.0,0.0,4.76837158203125e-07,0.0,0.0889592096209526,0.0889592096209526,3652,-33.64986038208008,-17.798364977971342,0.5533028520711171,6.08800745010376,19.091190338134766,2.1596009731292725,3652,233728,0.0,0.0,0.0,4.76837158203125e-07,0.0,0.0889592096209526,0.08893056213855743,3652,-33.5652961730957,-17.773039878262164,0.5532426693423653,6.081106662750244,19.066814422607422,2.156964063644409,3652,233728,0.0,0.0,0.0,0.0,0.0,0.0889592096209526,0.08891631662845612,3652,-33.5652961730957,-17.773039878243914,0.5532426701092331,6.081106662750244,19.066814422607422,2.156964063644409,3652,233728,0.0,0.0,0.0,9.313225746154785e-10,0.0,0.0889592096209526,0.08892162889242172,33.82180857658386,18.046540200180157,1.8094722628593445,33.72301173210144,18.005112439536987,1.806395709514618,33.638447523117065,17.97978733982781,1.8037588000297546,33.638447523117065,17.97978733980956,1.8037588000297546
11,11522500,3652,3652,0.0,euclidean_simplex_projection,0.759189248085022,0.027433156967163086,True,True,3652,0.7866224050521851,0.7315820059714325,0.8987954347101703,0.7957907319068909,0.8582099080085754,1.3449276685714722,3652,233728,-19.75161361694336,0.14346163061336253,0.44605695509309967,4.774017333984375,-0.4897254705429077,0.0,0.0,3652,0.7591180801391602,0.7985590609148315,0.8731790240012967,0.8646069765090942,1.078508734703064,1.4289815425872803,3652,233728,0.0,0.0,0.0,2.384185791015625e-07,0.0,0.009407224133610725,0.009407224133610725,3652,0.7591675519943237,0.7987351741587594,0.8731921172992188,0.8646775484085083,1.0781992673873901,1.4288349151611328,3652,233728,0.0,0.0,0.0,1.1920928955078125e-07,0.0,0.009407224133610725,0.009397001937031746,3652,0.759189248085022,0.7988253134190821,0.8731943009019206,0.8646844029426575,1.0779824256896973,1.4287704229354858,3652,233728,0.0,0.0,0.0,0.0,0.0,0.009407224133610725,0.009389873594045639,3652,0.759189248085022,0.7988253133360297,0.8731943007701597,0.8646844029426575,1.0779824256896973,1.4287704229354858,3652,233728,0.0,0.0,0.0,0.0,0.0,0.009407224133610725,0.009389873594045639,0.027504324913024902,-0.066977054943399,0.0840538740158081,0.027454853057861328,-0.06715316818732686,0.08390724658966064,0.027433156967163086,-0.06724330744764961,0.08384275436401367,0.027433156967163086,-0.06724330736459716,0.08384275436401367
11,12383500,3652,3652,0.0,source_order_runoff_first,0.7225067615509033,-0.0834970474243164,True,False,3652,0.6390097141265869,0.5324648694032801,0.8708313622759736,0.5809053778648376,0.8379374742507935,0.7514632344245911,3652,233728,-6.412558555603027,0.00857834748083242,0.458105147864184,6.412558555603027,-0.0016235405346378684,0.0,0.0,3652,0.7225067615509033,0.6295755952327655,0.884806209948452,0.657048761844635,0.9204444885253906,0.6588494181632996,3652,233728,0.0,0.0,0.0,4.76837158203125e-07,0.0,0.0015083870384842157,0.0015083870384842157,3652,0.7225050926208496,0.629573332270458,0.8848058030898384,0.6570467352867126,0.9204432964324951,0.6588513851165771,3652,233728,0.0,0.0,0.0,4.76837158203125e-07,0.0,0.0015083871548995376,0.0015080231241881847,3652,0.7224996089935303,0.629565074945281,0.8848050384587283,0.6570391058921814,0.920438826084137,0.6588578820228577,3652,233728,0.0,0.0,0.0,0.0,0.0,0.0015083871548995376,0.0014958381652832031,3652,0.7224996089935303,0.6295650744695358,0.8848050369288643,0.6570391058921814,0.920438826084137,0.6588578820228577,3652,233728,0.0,0.0,0.0,0.0,0.0,0.0015083870384842157,0.0015082586323842406,-0.0834970474243164,-0.09711072582948543,-0.0926138162612915,-0.0834953784942627,-0.09710846286717789,-0.09261184930801392,-0.08348989486694336,-0.09710020554200094,-0.0926053524017334,-0.08348989486694336,-0.09710020506625572,-0.0926053524017334
