basin,original_n,original_nse,original_kge,original_correlation,original_variability_ratio,original_bias_ratio,original_rmse_mm_day,original_test_days,original_cell_count,original_negative_storage_cell_fraction,original_test_day_any_negative_storage_fraction,original_negative_storage_mass_sum_mm,original_maximum_negative_storage_mm,original_proposed_et_overshoot_cell_fraction,original_test_day_any_proposed_et_overshoot_fraction,original_proposed_et_overshoot_mass_sum_mm,original_maximum_proposed_et_overshoot_mm_day,dormant_et_ceiling_n,dormant_et_ceiling_nse,dormant_et_ceiling_kge,dormant_et_ceiling_correlation,dormant_et_ceiling_variability_ratio,dormant_et_ceiling_bias_ratio,dormant_et_ceiling_rmse_mm_day,dormant_et_ceiling_test_days,dormant_et_ceiling_cell_count,dormant_et_ceiling_negative_storage_cell_fraction,dormant_et_ceiling_test_day_any_negative_storage_fraction,dormant_et_ceiling_negative_storage_mass_sum_mm,dormant_et_ceiling_maximum_negative_storage_mm,dormant_et_ceiling_proposed_et_overshoot_cell_fraction,dormant_et_ceiling_test_day_any_proposed_et_overshoot_fraction,dormant_et_ceiling_proposed_et_overshoot_mass_sum_mm,dormant_et_ceiling_maximum_proposed_et_overshoot_mm_day,ordered_flux_projection_n,ordered_flux_projection_nse,ordered_flux_projection_kge,ordered_flux_projection_correlation,ordered_flux_projection_variability_ratio,ordered_flux_projection_bias_ratio,ordered_flux_projection_rmse_mm_day,ordered_flux_projection_test_days,ordered_flux_projection_cell_count,ordered_flux_projection_negative_storage_cell_fraction,ordered_flux_projection_test_day_any_negative_storage_fraction,ordered_flux_projection_negative_storage_mass_sum_mm,ordered_flux_projection_maximum_negative_storage_mm,ordered_flux_projection_proposed_et_overshoot_cell_fraction,ordered_flux_projection_test_day_any_proposed_et_overshoot_fraction,ordered_flux_projection_proposed_et_overshoot_mass_sum_mm,ordered_flux_projection_maximum_proposed_et_overshoot_mm_day,et_repair_fraction_of_original_negative_mass_removed,ordered_projection_nse_loss,ordered_projection_kge_loss,original_vs_ordered_mean_abs_runoff_change_mm_day,et_repair_vs_ordered_projection_max_abs_runoff_difference_mm_day
03364500,3652,0.6876355409622192,0.7252108854923427,0.8305520501724059,0.78425133228302,0.9842214584350586,1.938677430152893,3652,233728,0.4179601930449069,1.0,104425.5390625,68.57919311523438,0.4179601930449069,1.0,104425.5390625,68.57919311523438,3652,2.384185791015625e-07,-0.5081071978391458,0.7390454088629471,1.2094783782958984,2.470513105392456,3.468763589859009,3652,233728,0.12787085843373494,1.0,645.8502807617188,5.850310325622559,0.13862267250821467,1.0,8321.14453125,22.87238883972168,3652,0.060072481632232666,-0.49838682887925345,0.7373282675067648,1.1366240978240967,2.4688432216644287,3.362961769104004,3652,233728,0.0,0.0,0.0,0.0,0.011355079408543264,0.7234392113910186,7666.666015625,22.860578536987305,0.9938152075961497,0.6275630593299866,1.2235977143715961,2.0150134563446045,5.037464141845703
11230500,3652,0.6900140643119812,0.761985969750798,0.8796988284892181,1.1573505401611328,1.1319814920425415,1.433877944946289,3652,233728,0.005309590635268346,0.05230010952902519,323.613037109375,24.505897521972656,0.005309590635268346,0.05230010952902519,323.613037109375,24.505897521972656,3652,0.6712042093276978,0.7091384277941535,0.8819989391194821,1.1866205930709839,1.189338207244873,1.4767409563064575,3652,233728,2.5670865279299014e-05,0.001095290251916758,0.031554028391838074,0.028924692422151566,0.000624657721796276,0.03806133625410734,249.8223114013672,24.499101638793945,3652,0.6713185906410217,0.7091854265268225,0.8820340896222014,1.1865700483322144,1.1893377304077148,1.4764840602874756,3652,233728,0.0,0.0,0.0,0.0,0.000598986856516977,0.03806133625410734,249.7905731201172,24.499101638793945,0.9999024945698304,0.018695473670959473,0.05280054322397554,0.09206147491931915,0.028919219970703125
11151300,3652,0.011244356632232666,-0.38716733939626713,0.6093548786051949,1.1727123260498047,2.319772720336914,0.22035138309001923,3652,233728,0.04247672508214677,1.0,974.8827514648438,6.25958776473999,0.04247672508214677,1.0,974.8827514648438,6.25958776473999,3652,-0.35083651542663574,-0.8344635633309232,0.5956600017167114,1.3899450302124023,2.7463414669036865,0.25755658745765686,3652,233728,0.01562927847754655,1.0,3.7055845260620117,0.05632729455828667,0.02057092004381161,1.0,800.2105102539062,6.245201587677002,3652,-0.34649837017059326,-0.8084488847112072,0.5942365913291945,1.386155605316162,2.7195136547088623,0.25714269280433655,3652,233728,0.0,0.0,0.0,0.0,0.00494164156626506,0.30558598028477546,796.3610229492188,6.245129585266113,0.996198943390378,0.3577427268028259,0.4212815453149401,0.014552650041878223,0.05592179298400879
07208500,3652,0.7460118532180786,0.8209959521356172,0.8909972180862218,1.1012043952941895,0.9004082679748535,0.13406938314437866,3652,233728,0.24895605147864183,0.7710843373493976,69011.9296875,26.495059967041016,0.24895605147864183,0.7710843373493976,69011.9296875,26.495059967041016,3652,-2.263078451156616,-1.3820840282903633,0.81416411822311,1.8706276416778564,3.2094788551330566,0.48054784536361694,3652,233728,0.0,0.0,0.0,0.0,0.007123665115005477,0.4553669222343921,2364.25927734375,3.2838125228881836,3652,-2.263078451156616,-1.3820840282903633,0.81416411822311,1.8706276416778564,3.2094788551330566,0.48054784536361694,3652,233728,0.0,0.0,0.0,0.0,0.007123665115005477,0.4553669222343921,2364.25927734375,3.2838125228881836,1.0,3.009090304374695,2.20307998042598,0.3757171034812927,0.0
12092000,3652,0.6895697116851807,0.6298085715053467,0.8650288414903178,0.6796099543571472,0.8728201985359192,2.4276626110076904,3652,233728,0.04716165799561884,1.0,2647.0146484375,27.843708038330078,0.04716165799561884,1.0,2647.0146484375,27.843708038330078,3652,0.7489354610443115,0.7332592067253674,0.8719209680588111,0.7662152051925659,0.9904564023017883,2.183227062225342,3652,233728,0.039768448795180725,1.0,15.01343822479248,0.10835175961256027,0.04495396358159912,1.0,2387.22265625,27.837369918823242,3652,0.74886155128479,0.7328648994843456,0.8719379179353511,0.7657614946365356,0.990325927734375,2.18354868888855,3652,233728,0.0,0.0,0.0,0.0,0.0051855147864184005,0.31078860898138005,2371.6796875,27.837329864501953,0.9943281620169141,-0.059291839599609375,-0.10305632797899889,0.627875566482544,0.08142852783203125
06350000,3652,0.5574516654014587,0.40445464408879994,0.8221608391877772,0.47896578907966614,0.7729079127311707,0.2820844352245331,3652,233728,0.8430141018619934,1.0,999728.5,194.28611755371094,0.8430141018619934,1.0,999728.5,194.28611755371094,3652,-0.8901288509368896,-6.395005211966897,0.5178322609916409,1.1540718078613281,8.377660751342773,0.5829676985740662,3652,233728,0.016596214403066814,1.0,61.563377380371094,0.8677991032600403,0.02973969742606791,1.0,4575.00634765625,12.122125625610352,3652,-0.7507263422012329,-6.183820210643817,0.5195593520542732,1.0759211778640747,8.16733455657959,0.5610582232475281,3652,233728,0.0,0.0,0.0,0.0,0.013087862814895948,0.39293537787513694,4479.287109375,12.09725570678711,0.9999384199036234,1.3081780076026917,6.588274854732617,0.376411497592926,0.8632850646972656
11475560,3652,0.7193639278411865,0.6162720367217782,0.8746415999381197,0.6732125878334045,0.8427028059959412,4.1324944496154785,3652,233728,0.4231970495618839,0.9359255202628697,176088.46875,181.27218627929688,0.4231970495618839,0.9359255202628697,176088.46875,181.27218627929688,3652,0.7536675930023193,0.671366990346095,0.8780864708171154,0.7948608994483948,1.2259528636932373,3.871696710586548,3652,233728,0.020609426341730557,0.8852683461117196,54.28073501586914,0.8630365133285522,0.028819824753559695,0.8978641840087623,5092.21044921875,19.796598434448242,3652,0.7541030645370483,0.6716599363171275,0.8783431807996568,0.7948707938194275,1.2256741523742676,3.8682727813720703,3652,233728,0.0,0.0,0.0,0.0,0.008236069277108434,0.5197152245345017,5034.76953125,19.796234130859375,0.9996917416830233,-0.034739136695861816,-0.05538789959534929,1.4192585945129395,1.0064096450805664
08190500,3652,0.015883266925811768,0.37587963724344176,0.4134503711346386,0.8071175813674927,0.9089937806129456,0.3639536201953888,3652,233728,0.85143842415115,1.0,1526018.75,465.66680908203125,0.85143842415115,1.0,1526018.75,465.66680908203125,3652,-10.585453987121582,-10.616849999294965,0.5395172944897795,3.6345088481903076,12.304800987243652,1.2487609386444092,3652,233728,0.03297422645125958,0.9775465498357064,8.61623764038086,0.12194753438234329,0.05181664156626506,0.9961664841182913,10476.0498046875,8.76497745513916,3652,-10.573685646057129,-10.568076010357807,0.5393610630662289,3.63427734375,12.254722595214844,1.2481263875961304,3652,233728,0.0,0.0,0.0,0.0,0.018838136637458928,0.8200985761226726,10466.7392578125,8.76458740234375,0.9999943537799648,10.58956891298294,10.943955647601248,0.432121217250824,0.09501934051513672
11522500,3652,0.7470154166221619,0.6810866506367167,0.8819006788622974,0.7441385388374329,0.8506909608840942,1.4644399881362915,3652,233728,0.21591764786418402,0.5243702081051479,33124.5234375,54.79454803466797,0.21591764786418402,0.5243702081051479,33124.5234375,54.79454803466797,3652,0.7318517565727234,0.7423318944381898,0.863097108199937,0.8473361134529114,1.1560262441635132,1.5076899528503418,3652,233728,0.00034227820372398685,0.019167579408543262,15.621560096740723,2.944653034210205,0.006353539156626506,0.3838992332968237,2089.904052734375,14.889005661010742,3652,0.7357138991355896,0.7408615765470502,0.8654692431351557,0.8425814509391785,1.1557998657226562,1.4967929124832153,3652,233728,0.0,0.0,0.0,0.0,0.006011260952902519,0.37897042716319823,2073.279541015625,14.888901710510254,0.9995283989481021,0.011301517486572266,-0.05977492591033351,0.649946928024292,2.9445877075195312
12383500,3652,0.6718462109565735,0.6380500120380472,0.840366412555375,0.6883087754249573,0.9084932208061218,0.7164711356163025,3652,233728,0.002447289156626506,0.10898138006571742,730.87255859375,8.097543716430664,0.002447289156626506,0.10898138006571742,730.87255859375,8.097543716430664,3652,0.7145140767097473,0.7030766540709832,0.8528097868062218,0.7432304620742798,0.9761689901351929,0.6682705283164978,3652,233728,0.00011551889375684557,0.007393209200438116,0.037227049469947815,0.011380392126739025,0.0019167579408543264,0.10460021905805038,661.3214721679688,8.077766418457031,3652,0.7145465612411499,0.7030723852069334,0.8528346179469831,0.7432117462158203,0.9761641025543213,0.6682325601577759,3652,233728,0.0,0.0,0.0,0.0,0.0018140744797371304,0.10268346111719606,661.2840576171875,8.077764511108398,0.9999490649237925,-0.042700350284576416,-0.06502237316888615,0.09810799360275269,0.011380434036254883
